year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,3,812,810,2,1049,1042,7,DL,269,N336NB,JFK,ATL,110,760,8,10,2013-02-03T13:00:00Z
2013,2,3,835,830,5,1213,1106,67,F9,835,N205FR,LGA,DEN,249,1620,8,30,2013-02-03T13:00:00Z
2013,2,3,918,920,-2,1126,1125,1,MQ,4582,N502MQ,LGA,CLT,80,544,9,20,2013-02-03T14:00:00Z
2013,2,3,932,920,12,1221,1245,-24,AA,721,N4YMAA,LGA,DFW,202,1389,9,20,2013-02-03T14:00:00Z
2013,2,3,1057,1100,-3,1408,1420,-12,DL,1275,N3752,JFK,SLC,290,1990,11,0,2013-02-03T16:00:00Z
2013,2,3,1127,1130,-3,1410,1422,-12,UA,1000,N17133,EWR,MCO,138,937,11,30,2013-02-03T16:00:00Z
2013,2,3,1141,1132,9,1417,1439,-22,UA,1707,N37287,EWR,TPA,137,997,11,32,2013-02-03T16:00:00Z
2013,2,3,1339,1345,-6,1442,1458,-16,B6,602,N229JB,JFK,PWM,45,273,13,45,2013-02-03T18:00:00Z
2013,2,3,1405,1350,15,1556,1545,11,MQ,4577,N510MQ,LGA,CLT,82,544,13,50,2013-02-03T18:00:00Z
2013,2,3,1417,1350,27,1645,1624,21,B6,615,N178JB,JFK,JAX,119,828,13,50,2013-02-03T18:00:00Z
2013,2,3,1440,1445,-5,1548,1606,-18,9E,3452,N908XJ,JFK,BOS,38,187,14,45,2013-02-03T19:00:00Z
2013,2,3,1446,1420,26,1640,1620,20,MQ,4588,N502MQ,LGA,MSP,154,1020,14,20,2013-02-03T19:00:00Z
2013,2,3,1455,1500,-5,1616,1620,-4,US,2179,N950UW,LGA,DCA,54,214,15,0,2013-02-03T20:00:00Z
2013,2,3,1458,1505,-7,1607,1637,-30,9E,3393,N910XJ,JFK,DCA,45,213,15,5,2013-02-03T20:00:00Z
2013,2,3,1622,1630,-8,1953,2006,-13,UA,1078,N24211,EWR,SAT,237,1569,16,30,2013-02-03T21:00:00Z
2013,2,3,1724,1729,-5,2020,2046,-26,DL,1185,N3759,EWR,SLC,277,1969,17,29,2013-02-03T22:00:00Z
2013,2,3,1731,1734,-3,1826,1854,-28,B6,74,N809JB,JFK,BTV,39,266,17,34,2013-02-03T22:00:00Z
2013,2,3,1806,1707,59,1916,1815,61,EV,4373,N13958,EWR,DCA,45,199,17,7,2013-02-03T22:00:00Z
2013,2,3,1833,1810,23,2000,1945,15,MQ,4484,N719MQ,LGA,BNA,123,764,18,10,2013-02-03T23:00:00Z
2013,2,3,1930,1932,-2,2211,2230,-19,UA,1416,N24715,EWR,IAH,201,1400,19,32,2013-02-04T00:00:00Z
2013,2,3,1931,1859,32,2241,2225,16,B6,171,N524JB,JFK,SMF,344,2521,18,59,2013-02-03T23:00:00Z
2013,2,3,2028,1916,72,2147,2038,69,EV,4131,N17138,EWR,RIC,49,277,19,16,2013-02-04T00:00:00Z
2013,2,3,2038,1845,113,2247,2050,117,EV,4227,N16961,EWR,GRR,100,605,18,45,2013-02-03T23:00:00Z
2013,2,3,2050,2045,5,2328,2310,18,B6,115,N292JB,JFK,MSY,189,1182,20,45,2013-02-04T01:00:00Z
2013,2,4,632,633,-1,820,813,7,EV,4424,N19554,EWR,RDU,74,416,6,33,2013-02-04T11:00:00Z
2013,2,4,639,610,29,805,735,30,WN,3839,N725SW,EWR,MDW,125,711,6,10,2013-02-04T11:00:00Z
2013,2,4,721,730,-9,1032,1040,-8,AA,2083,N584AA,EWR,DFW,222,1372,7,30,2013-02-04T12:00:00Z
2013,2,4,740,740,0,1028,1044,-16,UA,966,N805UA,EWR,TPA,154,997,7,40,2013-02-04T12:00:00Z
2013,2,4,756,800,-4,859,917,-18,US,2165,N705UW,LGA,DCA,44,214,8,0,2013-02-04T13:00:00Z
2013,2,4,818,820,-2,945,955,-10,MQ,4655,N546MQ,LGA,BNA,123,764,8,20,2013-02-04T13:00:00Z
2013,2,4,841,845,-4,1358,1350,8,AA,1357,N5FSAA,JFK,SJU,203,1598,8,45,2013-02-04T13:00:00Z
2013,2,4,943,945,-2,1112,1135,-23,WN,469,N446WN,LGA,BNA,129,764,9,45,2013-02-04T14:00:00Z
2013,2,4,947,950,-3,1220,1210,10,9E,3961,N8698A,LGA,GRR,111,618,9,50,2013-02-04T14:00:00Z
2013,2,4,1032,924,68,1222,1118,64,EV,4234,N14148,EWR,STL,153,872,9,24,2013-02-04T14:00:00Z
2013,2,4,1115,957,78,1244,1125,79,EV,4187,N14952,EWR,BNA,135,748,9,57,2013-02-04T14:00:00Z
2013,2,4,1125,1130,-5,1317,1315,2,WN,145,N356SW,EWR,STL,151,872,11,30,2013-02-04T16:00:00Z
2013,2,4,1219,1221,-2,1600,1555,5,UA,345,N821UA,EWR,SFO,351,2565,12,21,2013-02-04T17:00:00Z
2013,2,4,1257,1300,-3,1528,1537,-9,DL,781,N3754A,LGA,ATL,126,762,13,0,2013-02-04T18:00:00Z
2013,2,4,1258,1305,-7,1418,1425,-7,B6,32,N323JB,JFK,ROC,61,264,13,5,2013-02-04T18:00:00Z
2013,2,4,1346,1300,46,1526,1437,49,UA,1249,N13113,EWR,ORD,132,719,13,0,2013-02-04T18:00:00Z
2013,2,4,1424,1415,9,1658,1642,16,UA,94,N14102,EWR,MSY,197,1167,14,15,2013-02-04T19:00:00Z
2013,2,4,1440,1442,-2,1703,1658,5,EV,4181,N14188,EWR,MCI,181,1092,14,42,2013-02-04T19:00:00Z
2013,2,4,1447,1456,-9,1617,1624,-7,9E,4357,N8930E,JFK,ORF,56,290,14,56,2013-02-04T19:00:00Z
2013,2,4,1605,1555,10,1923,1907,16,DL,1695,N365NW,LGA,TPA,164,1010,15,55,2013-02-04T20:00:00Z
2013,2,4,1625,1625,0,NA,1855,NA,MQ,4661,N510MQ,LGA,ATL,NA,762,16,25,2013-02-04T21:00:00Z
2013,2,4,1810,1810,0,2142,2150,-8,UA,594,N425UA,EWR,PHX,299,2133,18,10,2013-02-04T23:00:00Z
2013,2,4,1915,1929,-14,2240,2246,-6,DL,1099,N316NB,LGA,RSW,180,1080,19,29,2013-02-05T00:00:00Z
2013,2,4,2100,2045,15,2203,2153,10,B6,1178,N334JB,EWR,BOS,44,200,20,45,2013-02-05T01:00:00Z
2013,2,4,2214,1930,164,2346,2115,151,EV,3274,N16546,LGA,CLE,70,419,19,30,2013-02-05T00:00:00Z
2013,2,4,2248,2125,83,2337,2224,73,EV,4404,N16911,EWR,PVD,30,160,21,25,2013-02-05T02:00:00Z
2013,2,4,2351,2359,-8,428,444,-16,B6,739,N613JB,JFK,PSE,197,1617,23,59,2013-02-05T04:00:00Z
2013,2,4,NA,1645,NA,NA,1853,NA,EV,4997,N718EV,EWR,DTW,NA,488,16,45,2013-02-04T21:00:00Z
2013,2,5,525,525,0,816,820,-4,UA,1018,N36272,EWR,IAH,201,1400,5,25,2013-02-05T10:00:00Z
2013,2,5,610,610,0,750,735,15,WN,3839,N753SW,EWR,MDW,114,711,6,10,2013-02-05T11:00:00Z
2013,2,5,624,610,14,1110,1050,20,B6,709,N505JB,JFK,SJU,195,1598,6,10,2013-02-05T11:00:00Z
2013,2,5,655,700,-5,857,850,7,AA,305,N4WMAA,LGA,ORD,135,733,7,0,2013-02-05T12:00:00Z
2013,2,5,656,700,-4,1104,1025,39,UA,799,N560UA,JFK,SFO,366,2586,7,0,2013-02-05T12:00:00Z
2013,2,5,657,705,-8,1001,1000,1,UA,235,N425UA,EWR,MCO,141,937,7,5,2013-02-05T12:00:00Z
2013,2,5,714,720,-6,924,920,4,EV,4246,N15973,EWR,DTW,90,488,7,20,2013-02-05T12:00:00Z
2013,2,5,714,717,-3,1057,1037,20,UA,1204,N75432,EWR,LAX,338,2454,7,17,2013-02-05T12:00:00Z
2013,2,5,736,740,-4,1110,1105,5,DL,1889,N647DL,JFK,SEA,336,2422,7,40,2013-02-05T12:00:00Z
2013,2,5,804,759,5,1029,1025,4,UA,311,N530UA,LGA,DEN,242,1620,7,59,2013-02-05T12:00:00Z
2013,2,5,811,700,71,1045,920,85,EV,4172,N15574,EWR,SDF,119,642,7,0,2013-02-05T12:00:00Z
2013,2,5,812,800,12,1159,1125,34,UA,397,N502UA,JFK,SFO,369,2586,8,0,2013-02-05T13:00:00Z
2013,2,5,835,810,25,1320,1315,5,AA,655,N5ETAA,JFK,STT,196,1623,8,10,2013-02-05T13:00:00Z
2013,2,5,855,900,-5,1217,1204,13,DL,1885,N327NB,LGA,MCO,144,950,9,0,2013-02-05T14:00:00Z
2013,2,5,951,951,0,1227,1228,-1,EV,4156,N13913,EWR,ATL,124,746,9,51,2013-02-05T14:00:00Z
2013,2,5,1056,1059,-3,1324,1324,0,B6,1925,N598JB,JFK,MSY,180,1182,10,59,2013-02-05T15:00:00Z
2013,2,5,1356,1341,15,2029,1935,54,UA,15,N69063,EWR,HNL,664,4963,13,41,2013-02-05T18:00:00Z
2013,2,5,1456,1459,-3,1802,1812,-10,UA,1600,N41140,EWR,LAX,338,2454,14,59,2013-02-05T19:00:00Z
2013,2,5,1551,1555,-4,2029,2055,-26,B6,703,N568JB,JFK,SJU,194,1598,15,55,2013-02-05T20:00:00Z
2013,2,5,1624,1625,-1,1928,1953,-25,B6,675,N805JB,JFK,LAX,337,2475,16,25,2013-02-05T21:00:00Z
2013,2,5,1650,1645,5,1841,1838,3,US,123,N647AW,EWR,CLT,84,529,16,45,2013-02-05T21:00:00Z
2013,2,5,1729,1735,-6,1841,1854,-13,B6,74,N599JB,JFK,BTV,44,266,17,35,2013-02-05T22:00:00Z
2013,2,5,1737,1730,7,1933,1923,10,US,449,N663AW,EWR,CLT,90,529,17,30,2013-02-05T22:00:00Z
2013,2,5,1745,1750,-5,2050,2102,-12,UA,1228,N15712,EWR,SAN,344,2425,17,50,2013-02-05T22:00:00Z
2013,2,5,1746,1730,16,2031,1957,34,F9,837,N216FR,LGA,DEN,239,1620,17,30,2013-02-05T22:00:00Z
2013,2,5,1751,1735,16,1932,1921,11,B6,1111,N284JB,JFK,RDU,79,427,17,35,2013-02-05T22:00:00Z
2013,2,5,1911,1910,1,2301,2230,31,B6,87,N519JB,JFK,SLC,300,1990,19,10,2013-02-06T00:00:00Z
2013,2,5,1925,1925,0,2050,2045,5,9E,4127,N8968E,JFK,IAD,54,228,19,25,2013-02-06T00:00:00Z
2013,2,5,1928,1930,-2,2244,2248,-4,DL,1854,N362NW,LGA,FLL,166,1076,19,30,2013-02-06T00:00:00Z
2013,2,5,2000,2005,-5,2305,2312,-7,UA,1405,N15710,EWR,TPA,156,997,20,5,2013-02-06T01:00:00Z
2013,2,5,2055,2100,-5,26,31,-5,DL,2363,N709TW,JFK,LAX,337,2475,21,0,2013-02-06T02:00:00Z
2013,2,5,2145,2100,45,2337,2235,62,MQ,4507,N711MQ,LGA,RDU,71,431,21,0,2013-02-06T02:00:00Z
2013,2,5,2248,2100,108,57,2250,127,MQ,4584,N8EGMQ,LGA,CLT,84,544,21,0,2013-02-06T02:00:00Z
2013,2,6,530,540,-10,1013,1016,-3,B6,725,N587JB,JFK,BQN,190,1576,5,40,2013-02-06T10:00:00Z
2013,2,6,601,608,-7,741,755,-14,UA,963,N855UA,EWR,CLE,74,404,6,8,2013-02-06T11:00:00Z
2013,2,6,654,659,-5,923,954,-31,UA,235,N484UA,EWR,MCO,124,937,6,59,2013-02-06T11:00:00Z
2013,2,6,703,705,-2,1012,1015,-3,WN,3483,N272WN,EWR,HOU,218,1411,7,5,2013-02-06T12:00:00Z
2013,2,6,854,900,-6,1008,1048,-40,UA,385,N827UA,EWR,ORD,120,719,9,0,2013-02-06T14:00:00Z
2013,2,6,1027,1030,-3,1240,1252,-12,DL,2343,N357NB,EWR,ATL,106,746,10,30,2013-02-06T15:00:00Z
2013,2,6,1058,1100,-2,1212,1223,-11,EV,4240,N16961,EWR,BUF,54,282,11,0,2013-02-06T16:00:00Z
2013,2,6,1254,1300,-6,1514,1537,-23,DL,781,N3754A,LGA,ATL,110,762,13,0,2013-02-06T18:00:00Z
2013,2,6,1340,1345,-5,1700,1705,-5,AA,117,N338AA,JFK,LAX,348,2475,13,45,2013-02-06T18:00:00Z
2013,2,6,1357,1410,-13,1551,1555,-4,MQ,4491,N829MQ,LGA,CLE,79,419,14,10,2013-02-06T19:00:00Z
2013,2,6,1511,1520,-9,1630,1654,-24,9E,4105,N8894A,JFK,IAD,51,228,15,20,2013-02-06T20:00:00Z
2013,2,6,1528,1550,-22,1750,1826,-36,9E,3427,N923XJ,JFK,IND,109,665,15,50,2013-02-06T20:00:00Z
2013,2,6,1531,1540,-9,1848,1900,-12,UA,161,N48127,JFK,LAX,347,2475,15,40,2013-02-06T20:00:00Z
2013,2,6,1535,1510,25,1734,1650,44,WN,323,N918WN,LGA,MKE,123,738,15,10,2013-02-06T20:00:00Z
2013,2,6,1555,1555,0,1912,1907,5,DL,1695,N319US,LGA,TPA,146,1010,15,55,2013-02-06T20:00:00Z
2013,2,6,1627,1635,-8,1804,1810,-6,MQ,3695,N1EAMQ,EWR,ORD,133,719,16,35,2013-02-06T21:00:00Z
2013,2,6,1637,1640,-3,1851,1850,1,MQ,4540,N725MQ,LGA,DTW,92,502,16,40,2013-02-06T21:00:00Z
2013,2,6,1711,1655,16,2020,2029,-9,DL,706,N335NB,JFK,AUS,222,1521,16,55,2013-02-06T21:00:00Z
2013,2,6,1741,1727,14,2113,2040,33,UA,1100,N24212,EWR,SEA,368,2402,17,27,2013-02-06T22:00:00Z
2013,2,6,1855,1900,-5,2038,2051,-13,DL,1255,N360NB,LGA,PIT,57,335,19,0,2013-02-07T00:00:00Z
2013,2,6,2031,2035,-4,2134,2154,-20,UA,1243,N33294,EWR,BOS,42,200,20,35,2013-02-07T01:00:00Z
2013,2,6,2124,2125,-1,2239,2250,-11,MQ,4660,N500MQ,LGA,BNA,116,764,21,25,2013-02-07T02:00:00Z
2013,2,6,NA,2025,NA,NA,2331,NA,UA,299,NA,EWR,DFW,NA,1372,20,25,2013-02-07T01:00:00Z
2013,2,7,550,600,-10,733,801,-28,EV,4911,N759EV,EWR,DTW,85,488,6,0,2013-02-07T11:00:00Z
2013,2,7,555,600,-5,658,716,-18,EV,4201,N12163,EWR,IAD,43,212,6,0,2013-02-07T11:00:00Z
2013,2,7,658,700,-2,759,815,-16,UA,1142,N12225,EWR,BOS,37,200,7,0,2013-02-07T12:00:00Z
2013,2,7,755,800,-5,1003,1002,1,B6,219,N187JB,JFK,CLT,97,541,8,0,2013-02-07T13:00:00Z
2013,2,7,800,810,-10,1037,1044,-7,FL,346,N991AT,LGA,ATL,127,762,8,10,2013-02-07T13:00:00Z
2013,2,7,856,900,-4,1208,1220,-12,AA,1,N332AA,JFK,LAX,336,2475,9,0,2013-02-07T14:00:00Z
2013,2,7,900,859,1,1146,1145,1,DL,1747,N645DL,LGA,ATL,125,762,8,59,2013-02-07T13:00:00Z
2013,2,7,911,850,21,1150,1113,37,EV,4376,N12201,EWR,XNA,181,1131,8,50,2013-02-07T13:00:00Z
2013,2,7,929,900,29,1234,1220,14,AA,647,N5EPAA,JFK,MIA,154,1089,9,0,2013-02-07T14:00:00Z
2013,2,7,1151,1144,7,1255,1255,0,EV,4264,N11535,EWR,BTV,45,266,11,44,2013-02-07T16:00:00Z
2013,2,7,1159,1200,-1,1445,1438,7,DL,1947,N623DL,LGA,ATL,130,762,12,0,2013-02-07T17:00:00Z
2013,2,7,1200,1205,-5,1522,1520,2,AA,743,N489AA,LGA,DFW,226,1389,12,5,2013-02-07T17:00:00Z
2013,2,7,1208,1210,-2,1311,1322,-11,B6,42,N265JB,JFK,SYR,45,209,12,10,2013-02-07T17:00:00Z
2013,2,7,1309,1300,9,1608,1605,3,B6,85,N504JB,JFK,FLL,154,1069,13,0,2013-02-07T18:00:00Z
2013,2,7,1340,1341,-1,1941,1935,6,UA,15,N76064,EWR,HNL,633,4963,13,41,2013-02-07T18:00:00Z
2013,2,7,1434,1435,-1,1735,1747,-12,B6,347,N292JB,JFK,SRQ,160,1041,14,35,2013-02-07T19:00:00Z
2013,2,7,1443,1359,44,1547,1509,38,EV,4523,N12195,EWR,BTV,43,266,13,59,2013-02-07T18:00:00Z
2013,2,7,1527,1527,0,1659,1700,-1,EV,3835,N11107,EWR,BNA,122,748,15,27,2013-02-07T20:00:00Z
2013,2,7,1544,1545,-1,1645,1703,-18,9E,3635,N8587E,JFK,BWI,36,184,15,45,2013-02-07T20:00:00Z
2013,2,7,1606,1605,1,1921,1925,-4,9E,3325,N605LR,JFK,DFW,214,1391,16,5,2013-02-07T21:00:00Z
2013,2,7,1652,1619,33,1743,1723,20,EV,4271,N11194,EWR,ALB,29,143,16,19,2013-02-07T21:00:00Z
2013,2,7,1700,1550,70,1857,1820,37,9E,3355,N908XJ,JFK,MSP,150,1029,15,50,2013-02-07T20:00:00Z
2013,2,7,1715,1706,9,1824,1833,-9,B6,36,N521JB,JFK,ROC,47,264,17,6,2013-02-07T22:00:00Z
2013,2,7,1900,1859,1,2228,2246,-18,B6,179,N517JB,JFK,PHX,304,2153,18,59,2013-02-07T23:00:00Z
2013,2,7,1908,1855,13,2230,2240,-10,VX,29,N637VA,JFK,SFO,362,2586,18,55,2013-02-07T23:00:00Z
2013,2,7,1929,1820,69,2109,2005,64,AA,353,N3FDAA,LGA,ORD,119,733,18,20,2013-02-07T23:00:00Z
2013,2,7,1956,1945,11,2110,2105,5,EV,4108,N36915,EWR,IAD,45,212,19,45,2013-02-08T00:00:00Z
2013,2,7,2017,1920,57,2151,2121,30,9E,3373,N933XJ,JFK,RDU,76,427,19,20,2013-02-08T00:00:00Z
2013,2,7,2244,2245,-1,2354,2356,-2,B6,128,N665JB,JFK,BTV,44,266,22,45,2013-02-08T03:00:00Z
2013,2,8,653,705,-12,952,940,12,MQ,4534,N737MQ,LGA,XNA,180,1147,7,5,2013-02-08T12:00:00Z
2013,2,8,706,630,36,842,810,32,AA,303,N3DRAA,LGA,ORD,114,733,6,30,2013-02-08T11:00:00Z
2013,2,8,822,825,-3,959,945,14,MQ,4418,N850MQ,JFK,DCA,48,213,8,25,2013-02-08T13:00:00Z
2013,2,8,830,830,0,1345,1335,10,DL,301,N638DL,JFK,SJU,191,1598,8,30,2013-02-08T13:00:00Z
2013,2,8,854,900,-6,1026,1022,4,US,2167,N715UW,LGA,DCA,45,214,9,0,2013-02-08T14:00:00Z
2013,2,8,908,905,3,1234,1226,8,DL,2379,N339NB,LGA,FLL,160,1076,9,5,2013-02-08T14:00:00Z
2013,2,8,957,959,-2,1403,1333,30,US,450,N673AW,JFK,PHX,323,2153,9,59,2013-02-08T14:00:00Z
2013,2,8,1024,1030,-6,1249,1252,-3,EV,5395,N748EV,EWR,ATL,117,746,10,30,2013-02-08T15:00:00Z
2013,2,8,1110,1115,-5,1422,1425,-3,AA,2099,N3FTAA,LGA,MIA,154,1096,11,15,2013-02-08T16:00:00Z
2013,2,8,1133,700,273,1448,1019,269,DL,2003,N920DE,LGA,MIA,157,1096,7,0,2013-02-08T12:00:00Z
2013,2,8,1509,1444,25,1852,1802,50,UA,595,N402UA,EWR,AUS,222,1504,14,44,2013-02-08T19:00:00Z
2013,2,8,1535,1530,5,1730,1725,5,AA,2223,N489AA,LGA,STL,143,888,15,30,2013-02-08T20:00:00Z
2013,2,8,1654,1655,-1,2025,2014,11,B6,359,N621JB,JFK,BUR,352,2465,16,55,2013-02-08T21:00:00Z
2013,2,8,1728,1555,93,1859,1748,71,B6,917,N192JB,JFK,ORD,108,740,15,55,2013-02-08T20:00:00Z
2013,2,8,NA,1620,NA,NA,1914,NA,UA,872,NA,EWR,MCO,NA,937,16,20,2013-02-08T21:00:00Z
2013,2,8,NA,1525,NA,NA,1655,NA,MQ,3823,N500MQ,JFK,DCA,NA,213,15,25,2013-02-08T20:00:00Z
2013,2,8,NA,2015,NA,NA,2210,NA,MQ,4555,N722MQ,LGA,CMH,NA,479,20,15,2013-02-09T01:00:00Z
2013,2,8,NA,1845,NA,NA,2137,NA,9E,3369,NA,JFK,MSY,NA,1182,18,45,2013-02-08T23:00:00Z
2013,2,8,NA,1700,NA,NA,2036,NA,DL,127,N169DZ,JFK,LAX,NA,2475,17,0,2013-02-08T22:00:00Z
2013,2,8,NA,1745,NA,NA,1953,NA,DL,2331,N945DL,LGA,DTW,NA,502,17,45,2013-02-08T22:00:00Z
2013,2,8,NA,1605,NA,NA,1944,NA,DL,1508,N910DE,JFK,RSW,NA,1074,16,5,2013-02-08T21:00:00Z
2013,2,8,NA,2125,NA,NA,2224,NA,EV,4404,N13992,EWR,PVD,NA,160,21,25,2013-02-09T02:00:00Z
2013,2,8,NA,2000,NA,NA,2243,NA,DL,1147,N3772H,LGA,ATL,NA,762,20,0,2013-02-09T01:00:00Z
2013,2,8,NA,906,NA,NA,1216,NA,UA,634,NA,EWR,PBI,NA,1023,9,6,2013-02-08T14:00:00Z
2013,2,8,NA,829,NA,NA,955,NA,EV,3259,N26549,EWR,PWM,NA,284,8,29,2013-02-08T13:00:00Z
2013,2,8,NA,1745,NA,NA,2055,NA,AA,785,N3DRAA,LGA,DFW,NA,1389,17,45,2013-02-08T22:00:00Z
2013,2,8,NA,1450,NA,NA,1645,NA,EV,4381,N11565,EWR,DTW,NA,488,14,50,2013-02-08T19:00:00Z
2013,2,8,NA,1610,NA,NA,1800,NA,AA,341,N513AA,LGA,ORD,NA,733,16,10,2013-02-08T21:00:00Z
2013,2,8,NA,2129,NA,NA,2231,NA,EV,4088,N17159,EWR,DCA,NA,199,21,29,2013-02-09T02:00:00Z
2013,2,9,1255,1259,-4,1535,1555,-20,B6,991,N247JB,JFK,PBI,139,1028,12,59,2013-02-09T17:00:00Z
2013,2,9,1347,1350,-3,1609,1623,-14,B6,615,N231JB,JFK,JAX,119,828,13,50,2013-02-09T18:00:00Z
2013,2,9,1536,1505,31,1849,1820,29,AA,759,N3FDAA,LGA,DFW,212,1389,15,5,2013-02-09T20:00:00Z
2013,2,9,1631,1625,6,1941,1953,-12,B6,675,N809JB,JFK,LAX,342,2475,16,25,2013-02-09T21:00:00Z
2013,2,9,1739,1720,19,2020,2033,-13,DL,1779,N372NW,LGA,FLL,146,1076,17,20,2013-02-09T22:00:00Z
2013,2,9,1817,1820,-3,1955,2009,-14,UA,1208,N16713,EWR,CLE,67,404,18,20,2013-02-09T23:00:00Z
2013,2,9,1954,1959,-5,2146,2144,2,MQ,4423,N856MQ,JFK,RDU,72,427,19,59,2013-02-10T00:00:00Z
2013,2,9,2000,1940,20,2159,2125,34,MQ,3783,N514MQ,JFK,CMH,78,483,19,40,2013-02-10T00:00:00Z
2013,2,9,2358,2359,-1,434,436,-2,B6,727,N589JB,JFK,BQN,182,1576,23,59,2013-02-10T04:00:00Z
2013,2,9,NA,710,NA,NA,1003,NA,UA,481,NA,EWR,MCO,NA,937,7,10,2013-02-09T12:00:00Z
2013,2,9,NA,2249,NA,NA,2356,NA,B6,22,N309JB,JFK,SYR,NA,209,22,49,2013-02-10T03:00:00Z
2013,2,9,NA,810,NA,NA,1116,NA,DL,1959,N942DL,JFK,MCO,NA,944,8,10,2013-02-09T13:00:00Z
2013,2,9,NA,1656,NA,NA,1806,NA,US,1896,NA,LGA,PHL,NA,96,16,56,2013-02-09T21:00:00Z
2013,2,9,NA,850,NA,NA,1025,NA,WN,761,NA,EWR,MDW,NA,711,8,50,2013-02-09T13:00:00Z
2013,2,9,NA,822,NA,NA,1129,NA,UA,894,NA,EWR,FLL,NA,1065,8,22,2013-02-09T13:00:00Z
2013,2,9,NA,1030,NA,NA,1345,NA,AA,415,NA,JFK,MIA,NA,1089,10,30,2013-02-09T15:00:00Z
2013,2,9,NA,615,NA,NA,828,NA,US,1013,NA,LGA,CLT,NA,544,6,15,2013-02-09T11:00:00Z
2013,2,9,NA,1725,NA,NA,2023,NA,UA,1481,NA,EWR,IAH,NA,1400,17,25,2013-02-09T22:00:00Z
2013,2,9,NA,1230,NA,NA,1457,NA,EV,4950,N758EV,EWR,ATL,NA,746,12,30,2013-02-09T17:00:00Z
2013,2,9,NA,630,NA,NA,809,NA,B6,905,N183JB,JFK,ORD,NA,740,6,30,2013-02-09T11:00:00Z
2013,2,9,NA,654,NA,NA,914,NA,EV,4122,N10575,EWR,SDF,NA,642,6,54,2013-02-09T11:00:00Z
2013,2,10,528,525,3,816,821,-5,UA,1545,N77510,EWR,IAH,211,1400,5,25,2013-02-10T10:00:00Z
2013,2,10,717,715,2,1017,1045,-28,AA,443,N5EKAA,JFK,MIA,142,1089,7,15,2013-02-10T12:00:00Z
2013,2,10,732,730,2,1053,1115,-22,VX,11,N836VA,JFK,SFO,359,2586,7,30,2013-02-10T12:00:00Z
2013,2,10,739,750,-11,916,940,-24,9E,3611,N8783E,JFK,PIT,69,340,7,50,2013-02-10T12:00:00Z
2013,2,10,751,755,-4,1046,1110,-24,AA,2267,N3GFAA,LGA,MIA,146,1096,7,55,2013-02-10T12:00:00Z
2013,2,10,811,810,1,1121,1116,5,DL,1959,N971DL,JFK,MCO,129,944,8,10,2013-02-10T13:00:00Z
2013,2,10,928,921,7,1038,1028,10,B6,1004,N564JB,JFK,BOS,38,187,9,21,2013-02-10T14:00:00Z
2013,2,10,929,935,-6,1231,1235,-4,VX,251,N842VA,JFK,LAS,325,2248,9,35,2013-02-10T14:00:00Z
2013,2,10,1022,1030,-8,1155,1215,-20,MQ,4471,N725MQ,LGA,RDU,72,431,10,30,2013-02-10T15:00:00Z
2013,2,10,1050,1050,0,1331,1404,-33,B6,373,N597JB,LGA,FLL,148,1076,10,50,2013-02-10T15:00:00Z
2013,2,10,1125,1130,-5,1309,1315,-6,WN,145,N918WN,EWR,STL,144,872,11,30,2013-02-10T16:00:00Z
2013,2,10,1128,1115,13,1410,1425,-15,AA,2099,N3FWAA,LGA,MIA,145,1096,11,15,2013-02-10T16:00:00Z
2013,2,10,1514,1520,-6,1627,1654,-27,9E,4105,N8907A,JFK,IAD,48,228,15,20,2013-02-10T20:00:00Z
2013,2,10,1638,1644,-6,1807,1820,-13,EV,4485,N16961,EWR,RDU,67,416,16,44,2013-02-10T21:00:00Z
2013,2,10,1706,1650,16,1821,1820,1,AA,1790,N3JMAA,JFK,BOS,39,187,16,50,2013-02-10T21:00:00Z
2013,2,10,1709,1710,-1,2050,2015,35,AA,695,N3GBAA,JFK,AUS,248,1521,17,10,2013-02-10T22:00:00Z
2013,2,10,1732,1545,107,1959,1850,69,DL,2377,N309US,LGA,MCO,130,950,15,45,2013-02-10T20:00:00Z
2013,2,10,1814,1810,4,2159,2150,9,UA,594,N852UA,EWR,PHX,316,2133,18,10,2013-02-10T23:00:00Z
2013,2,10,1816,1730,46,2056,2004,52,FL,623,N991AT,LGA,ATL,137,762,17,30,2013-02-10T22:00:00Z
2013,2,10,1824,1830,-6,2119,2205,-46,AA,269,N3EYAA,JFK,SEA,318,2422,18,30,2013-02-10T23:00:00Z
2013,2,10,1858,1855,3,2215,2142,33,DL,951,N1609,JFK,ATL,135,760,18,55,2013-02-10T23:00:00Z
2013,2,10,1925,1925,0,2227,2247,-20,DL,2139,N904DL,LGA,MIA,157,1096,19,25,2013-02-11T00:00:00Z
2013,2,10,2041,2045,-4,2159,2153,6,B6,1178,N292JB,EWR,BOS,44,200,20,45,2013-02-11T01:00:00Z
2013,2,10,2053,1840,133,2255,2049,126,DL,2131,N339NW,LGA,DTW,86,502,18,40,2013-02-10T23:00:00Z
2013,2,10,2153,2159,-6,2245,2300,-15,EV,4519,N11106,EWR,BWI,36,169,21,59,2013-02-11T02:00:00Z
